employee_id,age,education,career,job,skills_explode,skfn_explode
a00001329,38,대졸(예정),5,DevOps/시스템 엔지니어,Apache Tomcat,35
a00001330,31,대졸(예정),9,웹퍼블리셔,React,55
a00001330,31,대졸(예정),9,웹퍼블리셔,jQuery,47
a00001330,31,대졸(예정),9,웹퍼블리셔,CSS 3,52
a00001330,31,대졸(예정),9,웹퍼블리셔,IntelliJ IDEA,45
a00001330,31,대졸(예정),9,웹퍼블리셔,axios,49
a00001331,30,석박사(예정),4,프론트엔드 개발자,Confluence,30
a00001331,30,석박사(예정),4,프론트엔드 개발자,Google BigQuery,32
a00001331,30,석박사(예정),4,프론트엔드 개발자,Jest,36
a00001331,30,석박사(예정),4,프론트엔드 개발자,Kotlin,34
a00001331,30,석박사(예정),4,프론트엔드 개발자,Azure DevOps,34
a00005605,41,대졸(예정),12,DBA,ASP.NET,50
a00001332,46,대졸(예정),15,서버/백엔드 개발자,OpenStack,41
a00001332,46,대졸(예정),15,서버/백엔드 개발자,Spring Security,48
a00001332,46,대졸(예정),15,서버/백엔드 개발자,Django,42
a00001333,41,대졸(예정),6,빅데이터 엔지니어,Shell,34
a00001333,41,대졸(예정),6,빅데이터 엔지니어,AZURE,33
a00001333,41,대졸(예정),6,빅데이터 엔지니어,Python,33
a00001334,27,대졸(예정),2,인공지능/머신러닝,Airflow,20
a00001334,27,대졸(예정),2,인공지능/머신러닝,Neo4j,20
a00001334,27,대졸(예정),2,인공지능/머신러닝,Zustand,12
a00001334,27,대졸(예정),2,인공지능/머신러닝,MongoDB,20
a00001335,30,대졸(예정),2,프론트엔드 개발자,WebAssembly,17
a00001335,30,대졸(예정),2,프론트엔드 개발자,pnpm,18
a00001335,30,대졸(예정),2,프론트엔드 개발자,Sass,19
a00001335,30,대졸(예정),2,프론트엔드 개발자,JSP,25
a00001335,30,대졸(예정),2,프론트엔드 개발자,MongoDB,25
a00001336,23,대졸(예정),0,iOS 개발자,Flutter,2
a00001336,23,대졸(예정),0,iOS 개발자,Dart,3
a00001336,23,대졸(예정),0,iOS 개발자,Redux,1
a00001337,30,초대졸(예정),0,서버/백엔드 개발자,MachineLearning,1
a00001337,30,초대졸(예정),0,서버/백엔드 개발자,MariaDB,4
a00001337,30,초대졸(예정),0,서버/백엔드 개발자,Embedded Linux,4
a00001337,30,초대졸(예정),0,서버/백엔드 개발자,GraphQL,6
a00001337,30,초대졸(예정),0,서버/백엔드 개발자,JSP,2
a00001338,26,대졸(예정),0,서버/백엔드 개발자,RPA,2
a00001338,26,대졸(예정),0,서버/백엔드 개발자,Embedded Linux,0
a00001338,26,대졸(예정),0,서버/백엔드 개발자,Spring Security,10
a00001339,50,대졸(예정),11,안드로이드 개발자,Webpack,45
a00001339,50,대졸(예정),11,안드로이드 개발자,SW,46
a00001339,50,대졸(예정),11,안드로이드 개발자,C,48
a00001339,50,대졸(예정),11,안드로이드 개발자,REST API,48
a00001340,20,대졸(예정),1,정보보안 담당자,Snort,23
a00001340,20,대졸(예정),1,정보보안 담당자,MSA,13
a00001340,20,대졸(예정),1,정보보안 담당자,Mfc,19
a00001340,20,대졸(예정),1,정보보안 담당자,Spring Boot,25
a00001588,42,고졸(예정),5,정보보안 담당자,SecureCRT,34
a00001588,42,고졸(예정),5,정보보안 담당자,Azure DevOps,36
a00001588,42,고졸(예정),5,정보보안 담당자,Cloud Foundry,32
a00001588,42,고졸(예정),5,정보보안 담당자,ISMS,37
a00001588,42,고졸(예정),5,정보보안 담당자,FastAPI,34
a00001341,42,대졸(예정),15,웹퍼블리셔,ApexCharts,54
a00001341,42,대졸(예정),15,웹퍼블리셔,HTML5,67
a00001341,42,대졸(예정),15,웹퍼블리셔,Git,67
a00001341,42,대졸(예정),15,웹퍼블리셔,Java,69
a00001341,42,대졸(예정),15,웹퍼블리셔,GitHub,53
a00001341,42,대졸(예정),15,웹퍼블리셔,TailwindCSS,42
a00001341,42,대졸(예정),15,웹퍼블리셔,Vue.js,44
a00001342,46,대졸(예정),16,서버/백엔드 개발자,Amazon S3,48
a00001342,46,대졸(예정),16,서버/백엔드 개발자,Docker,47
a00001342,46,대졸(예정),16,서버/백엔드 개발자,AWS Lambda,48
a00001343,22,고졸(예정),0,서버/백엔드 개발자,LDAP,2
a00001343,22,고졸(예정),0,서버/백엔드 개발자,ES6,9
a00001343,22,고졸(예정),0,서버/백엔드 개발자,Classic ASP,1
a00001344,37,대졸(예정),5,빅데이터 엔지니어,Windows,37
a00001344,37,대졸(예정),5,빅데이터 엔지니어,ERP,33
a00001344,37,대졸(예정),5,빅데이터 엔지니어,Java,33
a00001344,37,대졸(예정),5,빅데이터 엔지니어,AI/인공지능,30
a00001344,37,대졸(예정),5,빅데이터 엔지니어,MariaDB,36
a00001345,46,초대졸(예정),15,서버/백엔드 개발자,ScrapingBot,52
a00001345,46,초대졸(예정),15,서버/백엔드 개발자,ERP,53
a00001345,46,초대졸(예정),15,서버/백엔드 개발자,Ubuntu,46
a00001345,46,초대졸(예정),15,서버/백엔드 개발자,React,50
a00001345,46,초대졸(예정),15,서버/백엔드 개발자,Spring Framework,52
a00001346,29,대졸(예정),0,안드로이드 개발자,WebSocket,7
a00001346,29,대졸(예정),0,안드로이드 개발자,PyTorch,3
a00001346,29,대졸(예정),0,안드로이드 개발자,React,0
a00001346,29,대졸(예정),0,안드로이드 개발자,C,2
a00001347,41,대졸(예정),14,iOS 개발자,Notion,54
a00001347,41,대졸(예정),14,iOS 개발자,Foundation,41
a00001347,41,대졸(예정),14,iOS 개발자,Xcode,49
a00001348,26,석박사(예정),0,VR/AR/3D,Unity,7
a00001348,26,석박사(예정),0,VR/AR/3D,Python,2
a00001348,26,석박사(예정),0,VR/AR/3D,AWS,2
a00001349,47,초대졸(예정),20,HW/임베디드,AWS,67
a00001349,47,초대졸(예정),20,HW/임베디드,Flutter,72
a00001349,47,초대졸(예정),20,HW/임베디드,Infra,75
a00001349,47,초대졸(예정),20,HW/임베디드,AR,55
a00001350,27,대졸(예정),0,빅데이터 엔지니어,ELK,8
a00001350,27,대졸(예정),0,빅데이터 엔지니어,TCP/IP,1
a00001350,27,대졸(예정),0,빅데이터 엔지니어,Tableau,4
a00001350,27,대졸(예정),0,빅데이터 엔지니어,3D Rendering,5
a00001350,27,대졸(예정),0,빅데이터 엔지니어,Jira,8
a00001351,41,대졸(예정),5,서버/백엔드 개발자,MariaDB,28
a00001351,41,대졸(예정),5,서버/백엔드 개발자,Embedded,35
a00001351,41,대졸(예정),5,서버/백엔드 개발자,Amazon DynamoDB,29
a00001351,41,대졸(예정),5,서버/백엔드 개발자,Android OS,31
a00001351,41,대졸(예정),5,서버/백엔드 개발자,React.js Boilerplate,36
a00001352,28,석박사(예정),0,DevOps/시스템 엔지니어,Spring Framework,8
a00001352,28,석박사(예정),0,DevOps/시스템 엔지니어,CISSP,2
a00001352,28,석박사(예정),0,DevOps/시스템 엔지니어,Docker Cloud,2
a00001353,26,대졸(예정),0,SW/솔루션,React,8
a00001353,26,대졸(예정),0,SW/솔루션,ERP,10
a00001353,26,대졸(예정),0,SW/솔루션,Google Docs,2
a00001353,26,대졸(예정),0,SW/솔루션,JSP,10
a00001354,41,석박사(예정),4,DevOps/시스템 엔지니어,Spring Boot,35
a00001354,41,석박사(예정),4,DevOps/시스템 엔지니어,gRPC,30
a00001354,41,석박사(예정),4,DevOps/시스템 엔지니어,Datadog,38
a00001354,41,석박사(예정),4,DevOps/시스템 엔지니어,WordPress,27
a00001355,51,고졸(예정),14,HW/임베디드,Spring Framework,41
a00001355,51,고졸(예정),14,HW/임베디드,Eclipse,47
a00001355,51,고졸(예정),14,HW/임베디드,Debian,45
a00001355,51,고졸(예정),14,HW/임베디드,Flutter,55
a00001355,51,고졸(예정),14,HW/임베디드,GUI,41
a00001356,32,대졸(예정),4,DevOps/시스템 엔지니어,Linux,38
a00001356,32,대졸(예정),4,DevOps/시스템 엔지니어,AZURE,38
a00001356,32,대졸(예정),4,DevOps/시스템 엔지니어,Hyperledger Indy,39
a00001357,48,대졸(예정),20,HW/임베디드,Kubernetes,49
a00001357,48,대졸(예정),20,HW/임베디드,Zephyr,41
a00001357,48,대졸(예정),20,HW/임베디드,Verilog,50
a00001358,25,대졸(예정),0,서버/백엔드 개발자,Framer,3
a00001358,25,대졸(예정),0,서버/백엔드 개발자,Microsoft Excel,1
a00001358,25,대졸(예정),0,서버/백엔드 개발자,PostgreSQL,4
a00001358,25,대졸(예정),0,서버/백엔드 개발자,AI/인공지능,8
a00001359,30,대졸(예정),0,VR/AR/3D,AR,10
a00001359,30,대졸(예정),0,VR/AR/3D,Unity,7
a00001359,30,대졸(예정),0,VR/AR/3D,Linux,3
a00001360,24,대졸(예정),0,서버/백엔드 개발자,Grafana,10
a00001360,24,대졸(예정),0,서버/백엔드 개발자,ISMS,8
a00001360,24,대졸(예정),0,서버/백엔드 개발자,MSSQL,0
a00001360,24,대졸(예정),0,서버/백엔드 개발자,GCP IAM,7
a00001361,32,대졸(예정),6,HW/임베디드,Jira,26
a00001361,32,대졸(예정),6,HW/임베디드,Spring Boot,33
a00001361,32,대졸(예정),6,HW/임베디드,Scope,28
a00001361,32,대졸(예정),6,HW/임베디드,DeepLearning,27
a00001361,32,대졸(예정),6,HW/임베디드,MCU,28
a00001362,28,고졸(예정),2,빅데이터 엔지니어,Network,12
a00001362,28,고졸(예정),2,빅데이터 엔지니어,React,15
a00001362,28,고졸(예정),2,빅데이터 엔지니어,OpenStack,16
a00001363,43,초대졸(예정),15,프론트엔드 개발자,Mfc,55
a00001363,43,초대졸(예정),15,프론트엔드 개발자,Google Analytics,42
a00001363,43,초대졸(예정),15,프론트엔드 개발자,jQuery,48
a00001364,29,대졸(예정),0,SW/솔루션,Docker,7
a00001364,29,대졸(예정),0,SW/솔루션,Network,10
a00001364,29,대졸(예정),0,SW/솔루션,Keras,6
a00001364,29,대졸(예정),0,SW/솔루션,XML,2
a00001366,20,초대졸(예정),0,SW/솔루션,FortiGate NGFW,4
a00001366,20,초대졸(예정),0,SW/솔루션,AWS Lambda,5
a00001366,20,초대졸(예정),0,SW/솔루션,FFMPEG,0
a00001366,20,초대졸(예정),0,SW/솔루션,Slack,7
a00001366,20,초대졸(예정),0,SW/솔루션,C,9
a00001394,28,고졸(예정),0,서버/백엔드 개발자,Pulumi,3
a00001394,28,고졸(예정),0,서버/백엔드 개발자,Jenkins,8
a00001394,28,고졸(예정),0,서버/백엔드 개발자,SwiftUI,5
a00001394,28,고졸(예정),0,서버/백엔드 개발자,C,2
a00001394,28,고졸(예정),0,서버/백엔드 개발자,gRPC,3
a00001367,33,초대졸(예정),1,빅데이터 엔지니어,PCB,23
a00001367,33,초대졸(예정),1,빅데이터 엔지니어,Amazon Aurora,25
a00001367,33,초대졸(예정),1,빅데이터 엔지니어,Amazon S3,21
a00001367,33,초대졸(예정),1,빅데이터 엔지니어,Ansible,25
a00001368,24,대졸(예정),0,프론트엔드 개발자,AWS,2
a00001368,24,대졸(예정),0,프론트엔드 개발자,Confluence,3
a00001368,24,대졸(예정),0,프론트엔드 개발자,WebGL,3
a00001369,28,대졸(예정),0,정보보안 담당자,Insight,4
a00001369,28,대졸(예정),0,정보보안 담당자,L3,0
a00001369,28,대졸(예정),0,정보보안 담당자,AWS,0
a00001369,28,대졸(예정),0,정보보안 담당자,Firewall,7
a00001369,28,대졸(예정),0,정보보안 담당자,JavaScript,3
a00001370,44,대졸(예정),18,프론트엔드 개발자,CSS 3,44
a00001370,44,대졸(예정),18,프론트엔드 개발자,OpenAPI,46
a00001370,44,대졸(예정),18,프론트엔드 개발자,Vite,50
a00001371,21,대졸(예정),0,서버/백엔드 개발자,Amazon S3,6
a00001371,21,대졸(예정),0,서버/백엔드 개발자,Spring Boot,9
a00001371,21,대졸(예정),0,서버/백엔드 개발자,CISA,0
a00001372,37,초대졸(예정),10,정보보안 담당자,Hack,54
a00001372,37,초대졸(예정),10,정보보안 담당자,GCP,51
a00001372,37,초대졸(예정),10,정보보안 담당자,Windows Terminal,41
a00001372,37,초대졸(예정),10,정보보안 담당자,AWS WAF,46
a00001372,37,초대졸(예정),10,정보보안 담당자,Git,44
a00001373,49,대졸(예정),11,프론트엔드 개발자,C#,45
a00001373,49,대졸(예정),11,프론트엔드 개발자,Slack,50
a00001373,49,대졸(예정),11,프론트엔드 개발자,iOS,48
a00001374,20,대졸(예정),0,SW/솔루션,AIOHTTP,5
a00001374,20,대졸(예정),0,SW/솔루션,3D Rendering,7
a00001374,20,대졸(예정),0,SW/솔루션,Dialogflow,0
a00001374,20,대졸(예정),0,SW/솔루션,MSSQL,5
a00001374,20,대졸(예정),0,SW/솔루션,REST API,7
a00001375,40,대졸(예정),13,프론트엔드 개발자,Ant Design,52
a00001375,40,대졸(예정),13,프론트엔드 개발자,CSS 3,42
a00001375,40,대졸(예정),13,프론트엔드 개발자,TortoiseSVN,54
a00001375,40,대졸(예정),13,프론트엔드 개발자,iOS,53
a00001375,40,대졸(예정),13,프론트엔드 개발자,Jest,53
a00001376,35,대졸(예정),8,프론트엔드 개발자,L7,47
a00001376,35,대졸(예정),8,프론트엔드 개발자,styled-components,51
a00001376,35,대졸(예정),8,프론트엔드 개발자,GitHub,46
a00001376,35,대졸(예정),8,프론트엔드 개발자,three.js,47
a00001377,46,대졸(예정),20,정보보안 담당자,vmware,62
a00001377,46,대졸(예정),20,정보보안 담당자,Network,63
a00001377,46,대졸(예정),20,정보보안 담당자,MySQL,50
a00001377,46,대졸(예정),20,정보보안 담당자,Shell,66
a00001377,46,대졸(예정),20,정보보안 담당자,Cisco,61
a00001377,46,대졸(예정),20,정보보안 담당자,ELK,44
a00001378,31,석박사(예정),9,서버/백엔드 개발자,Ansible,55
a00001378,31,석박사(예정),9,서버/백엔드 개발자,VPN,52
a00001378,31,석박사(예정),9,서버/백엔드 개발자,Asana,55
a00001378,31,석박사(예정),9,서버/백엔드 개발자,AWS,46
a00001378,31,석박사(예정),9,서버/백엔드 개발자,C++,44
a00001379,28,고졸(예정),0,DBA,Amazon ElastiCache,3
a00001379,28,고졸(예정),0,DBA,AWS,1
a00001379,28,고졸(예정),0,DBA,RDB,7
a00001379,28,고졸(예정),0,DBA,Selenium,4
a00001379,28,고졸(예정),0,DBA,Azure SQL Database,10
a00001380,29,대졸(예정),1,인공지능/머신러닝,Spring Framework,19
a00001380,29,대졸(예정),1,인공지능/머신러닝,Blockchain,13
a00001380,29,대졸(예정),1,인공지능/머신러닝,ASIC,23
a00005426,32,대졸(예정),0,DBA,NGINX,8
a00001380,29,대졸(예정),1,인공지능/머신러닝,Notion,15
a00001381,27,대졸(예정),0,QA 엔지니어,Jira,1
a00001381,27,대졸(예정),0,QA 엔지니어,Selenium,8
a00001381,27,대졸(예정),0,QA 엔지니어,Confluence,2
a00001381,27,대졸(예정),0,QA 엔지니어,iOS,3
a00001381,27,대졸(예정),0,QA 엔지니어,HW,7
a00001382,42,초대졸(예정),17,프론트엔드 개발자,redux-saga,55
a00001382,42,초대졸(예정),17,프론트엔드 개발자,Router,50
a00001382,42,초대졸(예정),17,프론트엔드 개발자,Microsoft Teams,47
a00001383,33,대졸(예정),7,서버/백엔드 개발자,Elasticsearch,42
a00001383,33,대졸(예정),7,서버/백엔드 개발자,Solidity,43
a00001383,33,대졸(예정),7,서버/백엔드 개발자,Netty,47
a00001383,33,대졸(예정),7,서버/백엔드 개발자,MariaDB,48
a00001384,30,대졸(예정),0,서버/백엔드 개발자,AWS Data Pipeline,0
a00001384,30,대졸(예정),0,서버/백엔드 개발자,SwiftUI,5
a00001384,30,대졸(예정),0,서버/백엔드 개발자,Slack,7
a00001384,30,대졸(예정),0,서버/백엔드 개발자,NestJS,6
a00001385,51,대졸(예정),16,DevOps/시스템 엔지니어,AWS IAM,51
a00001385,51,대졸(예정),16,DevOps/시스템 엔지니어,Looker,46
a00001385,51,대졸(예정),16,DevOps/시스템 엔지니어,L2,41
a00001385,51,대졸(예정),16,DevOps/시스템 엔지니어,Microsoft Azure,42
a00001385,51,대졸(예정),16,DevOps/시스템 엔지니어,Mfc,51
a00001386,27,대졸(예정),2,프론트엔드 개발자,OpenCV,12
a00001386,27,대졸(예정),2,프론트엔드 개발자,GitLab,12
a00001386,27,대졸(예정),2,프론트엔드 개발자,Chart.js,22
a00001386,27,대졸(예정),2,프론트엔드 개발자,jQuery,18
a00001386,27,대졸(예정),2,프론트엔드 개발자,Adobe XD,20
a00001387,46,초대졸(예정),20,정보보안 담당자,MES,55
a00001387,46,초대졸(예정),20,정보보안 담당자,Containerum,50
a00001387,46,초대졸(예정),20,정보보안 담당자,CISSP,54
a00001388,28,고졸(예정),1,프론트엔드 개발자,Datadog,21
a00001388,28,고졸(예정),1,프론트엔드 개발자,React Canvas,17
a00001388,28,고졸(예정),1,프론트엔드 개발자,Babel,22
a00001389,29,초대졸(예정),5,서버/백엔드 개발자,Golang,39
a00001389,29,초대졸(예정),5,서버/백엔드 개발자,Spring Data JPA,32
a00001389,29,초대졸(예정),5,서버/백엔드 개발자,Amazon EKS,28
a00001389,29,초대졸(예정),5,서버/백엔드 개발자,Eclipse,32
a00001390,33,대졸(예정),0,DevOps/시스템 엔지니어,Golang,9
a00001390,33,대졸(예정),0,DevOps/시스템 엔지니어,FW,3
a00001390,33,대졸(예정),0,DevOps/시스템 엔지니어,Rails,1
a00001391,26,고졸(예정),0,정보보안 담당자,Rust,4
a00001391,26,고졸(예정),0,정보보안 담당자,GCP,6
a00001391,26,고졸(예정),0,정보보안 담당자,SQLite,1
a00010712,28,대졸(예정),2,SW/솔루션,NGINX,24
a00010712,28,대졸(예정),2,SW/솔루션,Qt,11
a00010712,28,대졸(예정),2,SW/솔루션,L2,24
a00001503,26,초대졸(예정),0,HW/임베디드,Docker,9
a00001503,26,초대졸(예정),0,HW/임베디드,Scope,0
a00001503,26,초대졸(예정),0,HW/임베디드,MVVM,5
a00001503,26,초대졸(예정),0,HW/임베디드,AI/인공지능,5
a00001503,26,초대졸(예정),0,HW/임베디드,Solidworks,8
a00001392,27,초대졸(예정),0,정보보안 담당자,L3,0
a00001392,27,초대졸(예정),0,정보보안 담당자,Azure DevOps,0
a00001392,27,초대졸(예정),0,정보보안 담당자,Splunk,8
a00001393,51,고졸(예정),14,웹퍼블리셔,TypeScript,52
a00001393,51,고졸(예정),14,웹퍼블리셔,IntelliJ IDEA,49
a00001393,51,고졸(예정),14,웹퍼블리셔,CSS 3,51
a00001393,51,고졸(예정),14,웹퍼블리셔,Zeplin,51
a00001393,51,고졸(예정),14,웹퍼블리셔,axios,43
a00001395,35,대졸(예정),1,프론트엔드 개발자,Playwright,11
a00001395,35,대졸(예정),1,프론트엔드 개발자,Linux,16
a00001395,35,대졸(예정),1,프론트엔드 개발자,Plotly.js,20
a00001395,35,대졸(예정),1,프론트엔드 개발자,JSP,17
a00001396,29,대졸(예정),4,DBA,PostgreSQL,32
a00001396,29,대졸(예정),4,DBA,Kubernetes,34
a00001396,29,대졸(예정),4,DBA,Amazon DynamoDB,31
a00001397,28,대졸(예정),2,정보보안 담당자,AZURE,16
a00001397,28,대졸(예정),2,정보보안 담당자,ELK,12
a00001397,28,대졸(예정),2,정보보안 담당자,MES,23
a00001397,28,대졸(예정),2,정보보안 담당자,CISSP,22
a00001398,34,대졸(예정),0,SW/솔루션,SQLite,2
a00001398,34,대졸(예정),0,SW/솔루션,Azure App Service,7
a00001398,34,대졸(예정),0,SW/솔루션,SQL,0
a00001398,34,대졸(예정),0,SW/솔루션,JavaScript,4
a00001398,34,대졸(예정),0,SW/솔루션,React.js Boilerplate,9
a00001399,45,고졸(예정),4,서버/백엔드 개발자,GoLand,36
a00001399,45,고졸(예정),4,서버/백엔드 개발자,QA,32
a00001399,45,고졸(예정),4,서버/백엔드 개발자,SQL,39
a00001399,45,고졸(예정),4,서버/백엔드 개발자,Azure DevOps,39
a00001399,45,고졸(예정),4,서버/백엔드 개발자,HW,27
a00001400,23,고졸(예정),0,프론트엔드 개발자,Blockchain,10
a00001400,23,고졸(예정),0,프론트엔드 개발자,Amazon EKS,4
a00001400,23,고졸(예정),0,프론트엔드 개발자,OAuth2,10
a00001400,23,고졸(예정),0,프론트엔드 개발자,Zeplin,2
a00001400,23,고졸(예정),0,프론트엔드 개발자,Router,6
a00001401,48,초대졸(예정),12,SW/솔루션,AI/인공지능,54
a00001401,48,초대졸(예정),12,SW/솔루션,SW,49
a00001401,48,초대졸(예정),12,SW/솔루션,labview,41
a00001402,28,대졸(예정),1,DevOps/시스템 엔지니어,Next.js,15
a00001402,28,대졸(예정),1,DevOps/시스템 엔지니어,Azure DevOps Server,23
a00001402,28,대졸(예정),1,DevOps/시스템 엔지니어,L3,11
a00001402,28,대졸(예정),1,DevOps/시스템 엔지니어,Azure Database for MySQL,13
a00001402,28,대졸(예정),1,DevOps/시스템 엔지니어,MariaDB,22
a00001403,50,초대졸(예정),6,프론트엔드 개발자,Network,26
a00001403,50,초대졸(예정),6,프론트엔드 개발자,Docker,32
a00001403,50,초대졸(예정),6,프론트엔드 개발자,C++,34
a00001403,50,초대졸(예정),6,프론트엔드 개발자,React Canvas,36
a00001404,35,고졸(예정),7,SW/솔루션,Jira,44
a00001404,35,고졸(예정),7,SW/솔루션,Flutter,45
a00001404,35,고졸(예정),7,SW/솔루션,GCP,43
a00001404,35,고졸(예정),7,SW/솔루션,L4,51
a00001404,35,고졸(예정),7,SW/솔루션,WCF,55
a00001405,51,초대졸(예정),18,QA 엔지니어,SW,53
a00001405,51,초대졸(예정),18,QA 엔지니어,Confluence,49
a00001405,51,초대졸(예정),18,QA 엔지니어,Jenkins,41
a00001405,51,초대졸(예정),18,QA 엔지니어,iOS,41
a00001406,26,초대졸(예정),1,서버/백엔드 개발자,Java,21
a00001406,26,초대졸(예정),1,서버/백엔드 개발자,MQTT,22
a00001406,26,초대졸(예정),1,서버/백엔드 개발자,Nexacro,24
a00001407,29,대졸(예정),0,QA 엔지니어,Grafana,2
a00001407,29,대졸(예정),0,QA 엔지니어,Confluence,6
a00001407,29,대졸(예정),0,QA 엔지니어,Linux,9
a00001407,29,대졸(예정),0,QA 엔지니어,HW,5
a00001407,29,대졸(예정),0,QA 엔지니어,React,1
a00001408,37,대졸(예정),7,서버/백엔드 개발자,MachineLearning,44
a00001408,37,대졸(예정),7,서버/백엔드 개발자,Pulumi,51
a00001408,37,대졸(예정),7,서버/백엔드 개발자,GitHub Actions,45
a00001409,30,대졸(예정),2,빅데이터 엔지니어,Amazon Aurora,20
a00001409,30,대졸(예정),2,빅데이터 엔지니어,NumPy,12
a00001409,30,대졸(예정),2,빅데이터 엔지니어,PHP,15
a00001410,29,고졸(예정),1,서버/백엔드 개발자,OpenResty,22
a00001410,29,고졸(예정),1,서버/백엔드 개발자,AI/인공지능,12
a00001410,29,고졸(예정),1,서버/백엔드 개발자,MongoDB,25
a00001410,29,고졸(예정),1,서버/백엔드 개발자,PHP,16
a00001410,29,고졸(예정),1,서버/백엔드 개발자,pytest,18
a00001411,33,초대졸(예정),3,DBA,Git,12
a00001411,33,초대졸(예정),3,DBA,RDB,14
a00001411,33,초대졸(예정),3,DBA,Azure SQL Database,18
a00001411,33,초대졸(예정),3,DBA,C,12
a00001411,33,초대졸(예정),3,DBA,ASP.NET,21
a00001412,26,대졸(예정),1,빅데이터 엔지니어,Airflow,21
a00001412,26,대졸(예정),1,빅데이터 엔지니어,Amazon EKS,19
a00001412,26,대졸(예정),1,빅데이터 엔지니어,Kafka,21
a00001412,26,대졸(예정),1,빅데이터 엔지니어,BigData,14
a00001412,26,대졸(예정),1,빅데이터 엔지니어,REST API,13
a00001413,25,대졸(예정),0,서버/백엔드 개발자,Kubernetes,9
a00001413,25,대졸(예정),0,서버/백엔드 개발자,AZURE,3
a00001413,25,대졸(예정),0,서버/백엔드 개발자,ExpressJS,3
a00001413,25,대졸(예정),0,서버/백엔드 개발자,XML,3
a00001414,35,초대졸(예정),5,서버/백엔드 개발자,OpenResty,32
a00001414,35,초대졸(예정),5,서버/백엔드 개발자,Git,35
a00001414,35,초대졸(예정),5,서버/백엔드 개발자,ERP,29
a00001414,35,초대졸(예정),5,서버/백엔드 개발자,TypeScript,33
a00001415,49,대졸(예정),5,인공지능/머신러닝,Zustand,36
a00001415,49,대졸(예정),5,인공지능/머신러닝,WPF,26
a00001415,49,대졸(예정),5,인공지능/머신러닝,MongoDB,30
a00001416,40,대졸(예정),7,프론트엔드 개발자,Create React Native App,47
a00001416,40,대졸(예정),7,프론트엔드 개발자,Firebase,55
a00001416,40,대졸(예정),7,프론트엔드 개발자,Spring,45
a00001416,40,대졸(예정),7,프론트엔드 개발자,CodeIgniter,42
a00001416,40,대졸(예정),7,프론트엔드 개발자,GUI,52
a00001417,28,초대졸(예정),0,정보보안 담당자,Elasticsearch,8
a00001417,28,초대졸(예정),0,정보보안 담당자,MariaDB,4
a00001417,28,초대졸(예정),0,정보보안 담당자,AWS WAF,0
a00001418,30,대졸(예정),4,서버/백엔드 개발자,pytest,29
a00001418,30,대졸(예정),4,서버/백엔드 개발자,Slack,33
a00001418,30,대졸(예정),4,서버/백엔드 개발자,Flask,26
a00001419,50,초대졸(예정),10,인공지능/머신러닝,ELK,47
a00001419,50,초대졸(예정),10,인공지능/머신러닝,SW,54
a00001419,50,초대졸(예정),10,인공지능/머신러닝,PCB,51
a00001420,49,대졸(예정),20,DBA,Azure SQL Database,42
a00001420,49,대졸(예정),20,DBA,C,48
a00001420,49,대졸(예정),20,DBA,NoSql,45
a00001420,49,대졸(예정),20,DBA,ASP.NET,54
a00001422,50,고졸(예정),13,서버/백엔드 개발자,NoSql,54
a00001422,50,고졸(예정),13,서버/백엔드 개발자,NestJS,42
a00001422,50,고졸(예정),13,서버/백엔드 개발자,Bitbucket Pipelines,55
a00001422,50,고졸(예정),13,서버/백엔드 개발자,Bitbucket,41
a00001422,50,고졸(예정),13,서버/백엔드 개발자,VPN,46
a00001423,51,초대졸(예정),20,빅데이터 엔지니어,DB,53
a00001423,51,초대졸(예정),20,빅데이터 엔지니어,WSL,47
a00001423,51,초대졸(예정),20,빅데이터 엔지니어,CSS 3,48
a00001423,51,초대졸(예정),20,빅데이터 엔지니어,OpenGL,48
a00001423,51,초대졸(예정),20,빅데이터 엔지니어,Swift,54
a00001424,29,대졸(예정),1,DevOps/시스템 엔지니어,Hadoop,18
a00001424,29,대졸(예정),1,DevOps/시스템 엔지니어,Pads,21
a00001424,29,대졸(예정),1,DevOps/시스템 엔지니어,GCP IAM,21
a00001424,29,대졸(예정),1,DevOps/시스템 엔지니어,Hyperledger Indy,13
a00001425,26,초대졸(예정),0,프론트엔드 개발자,Visual Studio Code,2
a00001425,26,초대졸(예정),0,프론트엔드 개발자,Infra,5
a00001425,26,초대졸(예정),0,프론트엔드 개발자,Konva,0
a00001426,25,대졸(예정),0,SW/솔루션,Linear,5
a00001426,25,대졸(예정),0,SW/솔루션,GitLab,1
a00001426,25,대졸(예정),0,SW/솔루션,Dialogflow,2
a00001426,25,대졸(예정),0,SW/솔루션,Grafana,4
a00001427,31,대졸(예정),3,DevOps/시스템 엔지니어,Docker Compose,19
a00001427,31,대졸(예정),3,DevOps/시스템 엔지니어,DB,16
a00001427,31,대졸(예정),3,DevOps/시스템 엔지니어,gRPC,11
a00001427,31,대졸(예정),3,DevOps/시스템 엔지니어,Backendless,22
a00001428,51,대졸(예정),20,DBA,Entity Framework,52
a00001428,51,대졸(예정),20,DBA,Java,50
a00001428,51,대졸(예정),20,DBA,Python,45
a00001428,51,대졸(예정),20,DBA,PostgreSQL,50
a00001428,51,대졸(예정),20,DBA,BigData,52
a00001429,32,대졸(예정),9,인공지능/머신러닝,Spring Framework,48
a00001429,32,대졸(예정),9,인공지능/머신러닝,C#,54
