employee_id,employee_name,age,gender,location,education,career,job,skills,work_location,hope_salary,timestamp
a00000637,민XX,26세~30세,남자,서울특별시 중구,고졸(예정),신입,빅데이터 엔지니어,NoSQL;Java;Docker,"서울특별시 중구, 서울특별시 종로구",3000~3400,2025-09-10 05:52:41.669957
a00000638,하XX,46세이상,남자,대구광역시 달서구,대졸(예정),6년,정보보안 담당자,IPS;Cyber Security;ISMS,대구광역시,4000이상,2025-09-10 05:52:41.669957
a00000639,정XX,26세~30세,남자,울산광역시 남구,대졸(예정),신입,블록체인,Solidity;Python;Solana,"울산광역시, 부산광역시",면접후결정,2025-09-10 05:52:41.669957
a00000640,윤XX,25세이하,여자,서울특별시 서초구,대졸(예정),신입,인공지능/머신러닝,Tensorflow;GitHub;CUDA,서울특별시,3400~4000,2025-09-10 05:52:41.669957
a00000641,양XX,26세~30세,남자,경기도 남양주시,초대졸(예정),3년,프론트엔드 개발자,MySQL;HTML;JavaScript;Git,"서울특별시, 경기도 남양주시, 경기도 구리시",3400~4000,2025-09-10 05:52:41.669957
a00000642,조XX,26세~30세,남자,경상북도 포항시,초대졸(예정),3년,HW/임베디드,Embedded;KMDF;MCU,경상북도,면접후결정,2025-09-10 05:52:41.669957
a00000643,차XX,31세~35세,남자,서울특별시 서초구,대졸(예정),5년,빅데이터 엔지니어,Java;Kubernetes;Spring Boot;Jenkins;AWS,"경기도, 서울특별시 서초구, 서울특별시 강남구",3400~4000,2025-09-10 05:52:41.669957
a00000644,전XX,26세~30세,남자,경상남도 김해시,대졸(예정),4년,SW/솔루션,Docker;GitHub;Spring Framework;Java;Redis,"경상남도 김해시, 부산광역시 사하구",면접후결정,2025-09-10 05:52:41.669957
a00000645,조XX,41세~45세,남자,경상북도 상주시,초대졸(예정),5년,인공지능/머신러닝,Python;Docker;MySQL;Linux;Tensorflow,경상북도,4000이상,2025-09-10 05:52:41.669957
a00000646,임XX,25세이하,남자,충청북도 청주시,대졸(예정),신입,웹퍼블리셔,Spring;RDBMS;AWS;NoSQL,"충청북도 청주시, 충청북도 진천군, 충청북도 증평군",3000~3400,2025-09-10 05:52:41.669957
a00000647,안XX,41세~45세,남자,전라남도 해남군,대졸(예정),8년,QA 엔지니어,QA 엔지니어링;MySQL;Notion,"전라남도, 광주광역시",4000이상,2025-09-10 05:52:41.669957
a00000648,임XX,26세~30세,남자,충청남도 부여군,대졸(예정),신입,웹퍼블리셔,Azure;NoSQL;RDBMS;Spring;AWS,충청남도,3000~3400,2025-09-10 05:52:41.669957
a00000649,나XX,36세~40세,남자,서울특별시 광진구,대졸(예정),3년,서버/백엔드 개발자,PyTorch;JavaScript;TypeScript,서울특별시,면접후결정,2025-09-10 05:52:41.669957
a00000650,오XX,26세~30세,남자,부산광역시 기장군,대졸(예정),신입,개발 PM,Notion;Django;Python,"부산광역시, 경상남도",면접후결정,2025-09-10 05:52:41.669957
a00000651,유XX,31세~35세,남자,서울특별시 강남구,대졸(예정),2년,iOS 개발자,Firebase;MVVM;Dart;Rx,서울특별시,면접후결정,2025-09-10 05:52:41.669957
a00000652,정XX,46세이상,남자,경기도 성남시,대졸(예정),20년 이상,인공지능/머신러닝,GitHub;MySQL;Git,"서울특별시, 경기도 성남시, 서울특별시 서초구",4000이상,2025-09-10 05:52:41.669957
a00000653,신XX,26세~30세,남자,서울특별시 금천구,초대졸(예정),신입,devops/시스템 엔지니어,FastAPI;Grafana;Bash,서울특별시,면접후결정,2025-09-10 05:52:41.669957
a00000654,양XX,46세이상,남자,충청남도 천안시,초대졸(예정),19년,웹퍼블리셔,Jenkins;Docker;Kubernetes,"충청남도 천안시, 경기도 안성시, 충청남도 아산시",4000이상,2025-09-10 05:52:41.669957
a00000655,우XX,41세~45세,남자,경기도 오산시,대졸(예정),6년,서버/백엔드 개발자,Spring Framework;FastAPI;AWS,경기도,4000이상,2025-09-10 05:52:41.669957
a00000656,정XX,36세~40세,남자,부산광역시 수영구,대졸(예정),9년,서버/백엔드 개발자,TypeScript;Java;FastAPI;Git,"부산광역시 수영구, 부산광역시 해운대구",4000이상,2025-09-10 05:52:41.669957
a00000657,김XX,26세~30세,남자,부산광역시 남구,고졸(예정),신입,QA 엔지니어,Android;SQL;QA 엔지니어링,부산광역시,3000~3400,2025-09-10 05:52:41.669957
a00000658,조XX,41세~45세,남자,서울특별시 구로구,초대졸(예정),10년,서버/백엔드 개발자,Nest.js;ExpressJS;Python;TypeScript;JavaScript,"경기도, 서울특별시 구로구, 서울특별시 금천구",4000이상,2025-09-10 05:52:41.669957
a00000659,홍XX,26세~30세,남자,충청남도 천안시,고졸(예정),신입,서버/백엔드 개발자,Git;PyTorch;Redis;ExpressJS;AWS,"충청남도, 충청북도",3000~3400,2025-09-10 05:52:41.669957
a00000660,민XX,26세~30세,남자,경기도 평택시,석박사(예정),1년,정보보안 담당자,Encryption;VPN;ISMS-P,경기도,3000~3400,2025-09-10 05:52:41.669957
a00000661,강XX,26세~30세,남자,경기도 수원시,대졸(예정),1년,devops/시스템 엔지니어,Grafana;Prometheus;AWS;Kubernetes;Docker,"경기도, 서울특별시",면접후결정,2025-09-10 05:52:41.669957
a00000662,이XX,41세~45세,남자,서울특별시 구로구,대졸(예정),12년,정보보안 담당자,ISMS;Criminal IP;ISO,서울특별시,4000이상,2025-09-10 05:52:41.669957
a00000663,임XX,25세이하,남자,대구광역시 달성군,석박사(예정),신입,SW/솔루션,Redis;React;GitHub;Docker;Spring Framework,"대구광역시 달성군, 경상북도 고령군, 대구광역시 달서구",면접후결정,2025-09-10 05:52:41.669957
a00000664,류XX,26세~30세,남자,인천광역시 계양구,초대졸(예정),신입,빅데이터 엔지니어,Kubernetes;Spring Boot;Java;Spring,"경기도, 인천광역시 계양구, 경기도 부천시",3000~3400,2025-09-10 05:52:41.669957
a00000665,우XX,46세이상,여자,서울특별시 광진구,초대졸(예정),20년 이상,DBA,SQL;MSSQL;Oracle;Terraform,"서울특별시 광진구, 서울특별시 성동구, 서울특별시 강동구",4000이상,2025-09-10 05:52:41.669957
a00000666,유XX,36세~40세,남자,충청남도 계룡시,석박사(예정),3년,서버/백엔드 개발자,PostgreSQL;AWS;JIRA,"전북특별자치도, 충청남도 계룡시, 충청남도 논산시",면접후결정,2025-09-10 05:52:41.669957
a00000667,권XX,46세이상,남자,경기도 안산시,대졸(예정),3년,devops/시스템 엔지니어,Linux;FastAPI;Grafana;PaaS;Docker,"경기도 안산시, 경기도 의왕시, 경기도 시흥시",면접후결정,2025-09-10 05:52:41.669957
a00000668,홍XX,25세이하,여자,인천광역시 남동구,대졸(예정),신입,서버/백엔드 개발자,Docker;ExpressJS;MongoDB,"서울특별시, 인천광역시 남동구, 인천광역시 미추홀구",3000~3400,2025-09-10 05:52:41.669957
a00000669,최XX,26세~30세,남자,서울특별시 강서구,대졸(예정),3년,프론트엔드 개발자,CSS;GitHub;HTML;TypeScript;AWS,"인천광역시, 서울특별시 강서구, 서울특별시 구로구",면접후결정,2025-09-10 05:52:41.669957
a00000670,남XX,25세이하,남자,서울특별시 강북구,고졸(예정),1년,devops/시스템 엔지니어,Linux;FastAPI;AWS,"경기도, 서울특별시 강북구, 서울특별시 중랑구",면접후결정,2025-09-10 05:52:41.669957
a00000671,황XX,41세~45세,남자,경기도 하남시,대졸(예정),12년,SW/솔루션,JPA;Java;Docker,"서울특별시, 경기도 하남시, 서울특별시 송파구",4000이상,2025-09-10 05:52:41.669957
a00000672,남XX,25세이하,남자,전라남도 무안군,대졸(예정),신입,서버/백엔드 개발자,FastAPI;Java;MySQL;ExpressJS;MongoDB,"전라남도 무안군, 전라남도 영암군",3000~3400,2025-09-10 05:52:41.669957
a00000673,나XX,41세~45세,여자,경기도 파주시,대졸(예정),2년,서버/백엔드 개발자,Docker;Node.js;AWS;Git,"경기도 파주시, 경기도 연천군, 경기도 동두천시",면접후결정,2025-09-10 05:52:41.669957
a00000674,양XX,26세~30세,남자,서울특별시 강동구,대졸(예정),신입,프론트엔드 개발자,MySQL;Git;JavaScript;TypeScript,"경기도, 서울특별시 강동구, 경기도 하남시",3000~3400,2025-09-10 05:52:41.669957
a00000675,심XX,31세~35세,남자,경상남도 진주시,대졸(예정),3년,서버/백엔드 개발자,TypeScript;FastAPI;Python;JIRA;MySQL,"경상남도 진주시, 경상남도 의령군, 경상남도 사천시",면접후결정,2025-09-10 05:52:41.669957
a00000676,전XX,31세~35세,남자,경상남도 창원시,대졸(예정),3년,devops/시스템 엔지니어,AWS;Docker;GPU;PaaS;FastAPI,경상남도,면접후결정,2025-09-10 05:52:41.669957
a00000677,서XX,36세~40세,남자,전라남도 화순군,대졸(예정),3년,게임 클라이언트 개발자,Unreal Engine;iOS;C#,전라남도,면접후결정,2025-09-10 05:52:41.669957
a00000678,임XX,26세~30세,남자,충청남도 천안시,초대졸(예정),3년,서버/백엔드 개발자,TypeScript;MongoDB;Redis,충청남도,면접후결정,2025-09-10 05:52:41.669957
a00000679,신XX,25세이하,남자,경상남도 통영시,고졸(예정),신입,빅데이터 엔지니어,Jenkins;RDBMS;Spring Boot;AWS;Spring,"부산광역시, 경상남도 통영시, 경상남도 고성군",3000~3400,2025-09-10 05:52:41.669957
a00000680,안XX,25세이하,여자,경기도 성남시,대졸(예정),신입,인공지능/머신러닝,Git;Spring Framework;Docker;PyTorch,"경기도 성남시, 서울특별시 송파구, 경기도 의왕시",면접후결정,2025-09-10 05:52:41.669957
a00000681,조XX,25세이하,남자,경기도 구리시,대졸(예정),1년,iOS 개발자,Swift;일본어;Restful API;MVVM,"경기도 구리시, 서울특별시 강동구",면접후결정,2025-09-10 05:52:41.669957
a00000682,박XX,26세~30세,여자,경기도 광명시,대졸(예정),2년,서버/백엔드 개발자,Docker;PyTorch;PostgreSQL;Git,"경기도, 인천광역시",면접후결정,2025-09-10 05:52:41.669957
a00000683,서XX,31세~35세,남자,인천광역시 남동구,대졸(예정),5년,웹퍼블리셔,Azure;RDBMS;Spring;Jenkins;NoSQL,"인천광역시 남동구, 인천광역시 미추홀구, 인천광역시 동구",면접후결정,2025-09-10 05:52:41.669957
a00000684,민XX,26세~30세,남자,경기도 의정부시,초대졸(예정),6년,devops/시스템 엔지니어,Kubernetes;Grafana;FastAPI;Docker;PaaS,"경기도 의정부시, 경기도 양주시, 서울특별시 중랑구",면접후결정,2025-09-10 05:52:41.669957
a00000685,허XX,36세~40세,여자,충청남도 천안시,초대졸(예정),8년,DBA,Terraform;MSSQL;NoSQL,"충청남도 천안시, 충청남도 예산군, 충청북도 진천군",4000이상,2025-09-10 05:52:41.669957
a00000686,오XX,46세이상,남자,대구광역시 북구,대졸(예정),9년,SW/솔루션,JPA;React;AWS,"대구광역시, 경상북도",4000이상,2025-09-10 05:52:41.669957
a00000687,백XX,36세~40세,여자,경기도 김포시,대졸(예정),4년,빅데이터 엔지니어,RDBMS;Kubernetes;Azure;Spring;Spring Boot,"경기도 김포시, 경기도 고양시, 경기도 부천시",면접후결정,2025-09-10 05:52:41.669957
a00000688,심XX,46세이상,남자,서울특별시 송파구,석박사(예정),9년,SW/솔루션,Git;React;JPA;MySQL;Docker,"인천광역시, 서울특별시 송파구, 서울특별시 강동구",4000이상,2025-09-10 05:52:41.669957
a00000689,유XX,46세이상,여자,경상북도 경주시,대졸(예정),15년,서버/백엔드 개발자,TypeScript;Node.js;Java,"경상북도 경주시, 울산광역시 울주군",4000이상,2025-09-10 05:52:41.669957
a00000690,황XX,26세~30세,남자,충청남도 천안시,대졸(예정),신입,서버/백엔드 개발자,Spring Framework;MySQL;ExpressJS;Git;Python,"충청남도 천안시, 충청남도 아산시",3000~3400,2025-09-10 05:52:41.669957
a00000691,주XX,31세~35세,여자,대구광역시 중구,대졸(예정),3년,iOS 개발자,Swift;Firebase;MVVM;Rx;Dart,"대구광역시, 경상남도",면접후결정,2025-09-10 05:52:41.669957
a00000692,조XX,31세~35세,남자,충청북도 증평군,고졸(예정),3년,인공지능/머신러닝,GitHub;PyTorch;Git;AWS;FastAPI,충청북도,면접후결정,2025-09-10 05:52:41.669957
a00000693,강XX,46세이상,여자,경상북도 김천시,대졸(예정),12년,인공지능/머신러닝,Linux;PyTorch;Spring Framework;Java;Git,경상북도,4000이상,2025-09-10 05:52:41.669957
a00000694,양XX,26세~30세,남자,경기도 고양시,대졸(예정),2년,프론트엔드 개발자,JavaScript;CSS;TypeScript,"인천광역시, 경기도 고양시, 서울특별시 마포구",면접후결정,2025-09-10 05:52:41.669957
a00000695,차XX,31세~35세,남자,전라남도 영암군,대졸(예정),5년,안드로이드 개발자,MVVM;MongoDB;Kotlin,전라남도,4000이상,2025-09-10 05:52:41.669957
a00000696,유XX,31세~35세,남자,전라남도 진도군,초대졸(예정),11년,프론트엔드 개발자,TypeScript;HTML;JavaScript,"광주광역시, 전라남도 진도군, 전라남도 해남군",4000이상,2025-09-10 05:52:41.669957
a00000697,정XX,31세~35세,남자,경기도 구리시,대졸(예정),신입,빅데이터 엔지니어,Spring;Docker;Azure;Spring Boot;Kubernetes,"경기도, 서울특별시",3000~3400,2025-09-10 05:52:41.669957
a00000698,손XX,31세~35세,남자,광주광역시 북구,대졸(예정),5년,DBA,Redis;PostgreSQL;AWS RDS,광주광역시,4000이상,2025-09-10 05:52:41.669957
a00000699,백XX,41세~45세,남자,경상남도 합천군,대졸(예정),11년,서버/백엔드 개발자,MongoDB;Spring Boot;JPA;PostgreSQL;FastAPI,"경상남도 합천군, 경상북도 고령군, 경상남도 산청군",4000이상,2025-09-10 05:52:41.669957
a00000700,정XX,25세이하,여자,경상북도 포항시,대졸(예정),신입,서버/백엔드 개발자,TypeScript;Node.js;FastAPI;JavaScript,경상북도,3000~3400,2025-09-10 05:52:41.669957
a00000701,신XX,41세~45세,남자,대구광역시 달성군,대졸(예정),1년,인공지능/머신러닝,FastAPI;Tensorflow;PyTorch,"경상남도, 대구광역시 달성군, 대구광역시 남구",면접후결정,2025-09-10 05:52:41.669957
a00000702,오XX,26세~30세,남자,경상북도 고령군,석박사(예정),3년,SW/솔루션,React;JPA;Spring Framework;Redis;AWS,"경상북도 고령군, 경상남도 합천군, 경상북도 성주군",면접후결정,2025-09-10 05:52:41.669957
a00000703,임XX,41세~45세,여자,대전광역시 서구,대졸(예정),14년,프론트엔드 개발자,MySQL;HTML;Git,"충청북도, 대전광역시 서구, 충청남도 계룡시",4000이상,2025-09-10 05:52:41.669957
a00000704,임XX,25세이하,남자,경기도 평택시,초대졸(예정),신입,SW/솔루션,JPA;Git;Docker;AWS;Redis,"경기도 평택시, 경기도 오산시",면접후결정,2025-09-10 05:52:41.669957
a00000705,박XX,26세~30세,남자,경기도 안성시,대졸(예정),2년,SW/솔루션,JPA;React;Git;Redis,"경기도 안성시, 경기도 오산시, 경기도 평택시",면접후결정,2025-09-10 05:52:41.669957
a00000706,유XX,36세~40세,남자,대구광역시 중구,석박사(예정),신입,SW/솔루션,Git;Redis;GitHub;Spring Framework,"대구광역시 중구, 대구광역시 동구",면접후결정,2025-09-10 05:52:41.669957
a00000707,김XX,36세~40세,남자,경상남도 김해시,대졸(예정),6년,QA 엔지니어,Figma;MySQL;JIRA,"경상남도, 울산광역시",면접후결정,2025-09-10 05:52:41.669957
a00000708,임XX,26세~30세,남자,대구광역시 수성구,초대졸(예정),1년,SW/솔루션,AWS;Docker;Java;MySQL,대구광역시,면접후결정,2025-09-10 05:52:41.669957
a00000709,문XX,36세~40세,남자,전북특별자치도 익산시,대졸(예정),신입,서버/백엔드 개발자,PostgreSQL;Docker;Git;AWS;Nest.js,전북특별자치도,3000~3400,2025-09-10 05:52:41.669957
a00000710,장XX,31세~35세,남자,경상남도 김해시,대졸(예정),4년,DBA,Redis;Azure SQL;MongoDB;NoSQL,"경상남도, 울산광역시",면접후결정,2025-09-10 05:52:41.669957
a00000711,김XX,26세~30세,남자,경기도 평택시,대졸(예정),신입,HW/임베디드,Embedded;C++;C;RF;PCB,"경기도, 서울특별시",면접후결정,2025-09-10 05:52:41.669957
a00000712,양XX,31세~35세,남자,강원특별자치도 화천군,초대졸(예정),4년,빅데이터 엔지니어,Jenkins;Spring Boot;Spring;AWS;NoSQL,"강원특별자치도, 서울특별시",면접후결정,2025-09-10 05:52:41.669957
a00000713,정XX,26세~30세,여자,충청남도 천안시,고졸(예정),1년,QA 엔지니어,Slack;SQL;JIRA;테스트 케이스;Confluence,"충청남도, 대전광역시",3000~3400,2025-09-10 05:52:41.669957
a00000714,구XX,26세~30세,여자,서울특별시 양천구,대졸(예정),3년,프론트엔드 개발자,React;MySQL;JavaScript;GitHub,서울특별시,면접후결정,2025-09-10 05:52:41.669957
a00000715,백XX,41세~45세,여자,제주특별자치도 서귀포시,대졸(예정),16년,iOS 개발자,Flutter;Restful API;Swift,"전라남도, 제주특별자치도 서귀포시, 전라남도 완도군",4000이상,2025-09-10 05:52:41.669957
a00000716,심XX,26세~30세,남자,서울특별시 강남구,대졸(예정),1년,웹퍼블리셔,Spring;AWS;Spring Boot;Kubernetes,"경기도, 서울특별시 강남구, 서울특별시 광진구",3000~3400,2025-09-10 05:52:41.669957
a00000717,차XX,26세~30세,여자,전라남도 무안군,고졸(예정),3년,DBA,MariaDB;PostgreSQL;Redis,"전라남도 무안군, 전라남도 신안군, 전라남도 나주시",면접후결정,2025-09-10 05:52:41.669957
a00000718,유XX,46세이상,남자,경상남도 진주시,대졸(예정),20년 이상,빅데이터 엔지니어,Azure;RDBMS;NoSQL,"경상남도 진주시, 경상남도 사천시, 경상남도 함안군",4000이상,2025-09-10 05:52:41.669957
a00000719,정XX,36세~40세,남자,인천광역시 서구,대졸(예정),14년,HW/임베디드,I2C;Git;KiCAD;C++;C,인천광역시,면접후결정,2025-09-10 05:52:41.669957
a00000720,오XX,26세~30세,남자,충청남도 아산시,대졸(예정),신입,빅데이터 엔지니어,Java;Kubernetes;NoSQL;Spring;Spring Boot,"충청남도, 대전광역시",3000~3400,2025-09-10 05:52:41.669957
a00000721,장XX,25세이하,남자,경기도 수원시,대졸(예정),신입,프론트엔드 개발자,TypeScript;AWS;React;MySQL,"경기도, 인천광역시",3000~3400,2025-09-10 05:52:41.669957
a00000722,한XX,31세~35세,여자,경기도 파주시,대졸(예정),신입,정보보안 담당자,Firewall;CISA;Network Security;ISMS,"경기도 파주시, 경기도 의정부시",3000~3400,2025-09-10 05:52:41.669957
a00000723,허XX,26세~30세,남자,광주광역시 북구,대졸(예정),2년,QA 엔지니어,SQL;QA 엔지니어링;Slack,"전라남도, 광주광역시 북구, 광주광역시 동구",3000~3400,2025-09-10 05:52:41.669957
a00000724,권XX,46세이상,남자,경기도 안산시,초대졸(예정),20년 이상,devops/시스템 엔지니어,Kubernetes;Linux;Docker;FastAPI;PaaS,"경기도 안산시, 경기도 안양시, 경기도 의왕시",면접후결정,2025-09-10 05:52:41.669957
a00000725,하XX,26세~30세,여자,전라남도 해남군,대졸(예정),신입,서버/백엔드 개발자,JavaScript;PyTorch;JPA;MongoDB;FastAPI,"광주광역시, 전라남도 해남군, 전라남도 진도군",3000~3400,2025-09-10 05:52:41.669957
a00000726,김XX,26세~30세,남자,경기도 평택시,초대졸(예정),1년,프론트엔드 개발자,React;MySQL;HTML;AWS;GitHub,경기도,면접후결정,2025-09-10 05:52:41.669957
a00000727,조XX,46세이상,여자,부산광역시 북구,대졸(예정),14년,devops/시스템 엔지니어,GPU;Bash;AWS;Kubernetes,"부산광역시, 경상남도",면접후결정,2025-09-10 05:52:41.669957
a00000728,전XX,36세~40세,남자,경상남도 통영시,고졸(예정),1년,프론트엔드 개발자,JavaScript;React;GitHub;AWS;CSS,경상남도,면접후결정,2025-09-10 05:52:41.669957
a00000729,이XX,26세~30세,남자,충청남도 천안시,초대졸(예정),4년,서버/백엔드 개발자,JavaScript;Node.js;TypeScript,"충청남도 천안시, 충청남도 예산군, 경기도 안성시",면접후결정,2025-09-10 05:52:41.669957
a00000730,심XX,31세~35세,남자,경기도 안산시,석박사(예정),1년,정보보안 담당자,ISO 27001;IPS;VPN,"경기도 안산시, 경기도 시흥시, 경기도 의왕시",3000~3400,2025-09-10 05:52:41.669957
a00000731,하XX,25세이하,남자,경기도 남양주시,대졸(예정),1년,블록체인,Blockchain;GitHub;Polygon;Golang;Git,"서울특별시, 경기도 남양주시, 서울특별시 노원구",면접후결정,2025-09-10 05:52:41.669957
a00000732,박XX,26세~30세,남자,경기도 화성시,초대졸(예정),2년,프론트엔드 개발자,JavaScript;HTML;TypeScript;Java;React,"인천광역시, 경기도 화성시, 경기도 시흥시",면접후결정,2025-09-10 05:52:41.669957
a00000733,이XX,31세~35세,남자,경기도 하남시,대졸(예정),5년,HW/임베디드,Linux;RF;Windows Driver;Embedded;Git,"경기도, 서울특별시",면접후결정,2025-09-10 05:52:41.669957
a00000734,배XX,41세~45세,남자,인천광역시 연수구,초대졸(예정),11년,SW/솔루션,Docker;Java;Redis,"인천광역시, 서울특별시",4000이상,2025-09-10 05:52:41.669957
a00000735,임XX,26세~30세,여자,경기도 평택시,대졸(예정),1년,빅데이터 엔지니어,RDBMS;Jenkins;Spring Boot,"경기도 평택시, 충청남도 아산시",면접후결정,2025-09-10 05:52:41.669957
a00000736,곽XX,46세이상,남자,서울특별시 강동구,고졸(예정),3년,devops/시스템 엔지니어,GPU;Kubernetes;Prometheus,"경기도, 서울특별시 강동구, 서울특별시 강남구",면접후결정,2025-09-10 05:52:41.669957
a00000737,백XX,36세~40세,남자,부산광역시 남구,대졸(예정),16년,서버/백엔드 개발자,PostgreSQL;ExpressJS;JIRA;Node.js;Java,부산광역시,4000이상,2025-09-10 05:52:41.669957
a00000738,민XX,26세~30세,남자,인천광역시 연수구,대졸(예정),3년,기술지원,AWS;Bash;Prometheus,"경기도, 인천광역시 연수구, 인천광역시 동구",면접후결정,2025-09-10 05:52:41.669957
a00000739,박XX,36세~40세,남자,경기도 성남시,초대졸(예정),1년,DBA,Terraform;MySQL;MSSQL;AWS RDS;PostgreSQL,"경기도, 인천광역시",면접후결정,2025-09-10 05:52:41.669957
a00000740,김XX,41세~45세,남자,경기도 안산시,대졸(예정),17년,인공지능/머신러닝,Git;Tensorflow;Spring Framework;Java,"경기도, 인천광역시",4000이상,2025-09-10 05:52:41.669957
a00000741,백XX,26세~30세,남자,부산광역시 동래구,대졸(예정),신입,기술지원,Kubernetes;AWS;Terraform;Bash;GPU,"경상남도, 부산광역시 동래구, 부산광역시 부산진구",3000~3400,2025-09-10 05:52:41.669957
a00000742,정XX,26세~30세,여자,충청남도 당진시,대졸(예정),신입,서버/백엔드 개발자,PostgreSQL;Docker;Spring Boot;Nest.js;Git,"충청남도 당진시, 충청남도 아산시, 충청남도 태안군",3000~3400,2025-09-10 05:52:41.669957
a00000743,나XX,36세~40세,여자,서울특별시 도봉구,초대졸(예정),8년,서버/백엔드 개발자,Python;TypeScript;Spring Framework,서울특별시,4000이상,2025-09-10 05:52:41.669957
a00000744,김XX,26세~30세,남자,경기도 안산시,고졸(예정),신입,정보보안 담당자,Criminal IP;Network Security;ISO 27001,"경기도 안산시, 경기도 시흥시",3000~3400,2025-09-10 05:52:41.669957
a00000745,허XX,25세이하,남자,경기도 안양시,고졸(예정),신입,프론트엔드 개발자,TypeScript;HTML;CSS;GitHub;AWS,"서울특별시, 경기도 안양시, 서울특별시 관악구",3000~3400,2025-09-10 05:52:41.669957
a00000746,노XX,36세~40세,남자,경상남도 양산시,대졸(예정),3년,안드로이드 개발자,GitHub;Nest.js;Git,"경상남도 양산시, 부산광역시 강서구",면접후결정,2025-09-10 05:52:41.669957
a00000747,양XX,31세~35세,남자,대구광역시 수성구,대졸(예정),5년,인공지능/머신러닝,FastAPI;AWS;MySQL;CUDA;Java,대구광역시,4000이상,2025-09-10 05:52:41.669957
a00000748,한XX,25세이하,여자,경상북도 구미시,초대졸(예정),신입,프론트엔드 개발자,Java;MySQL;AWS;React;JavaScript,"대구광역시, 경상북도 구미시, 경상북도 성주군",3000~3400,2025-09-10 05:52:41.669957
a00000749,최XX,46세이상,남자,대전광역시 대덕구,고졸(예정),10년,프론트엔드 개발자,TypeScript;HTML;MySQL;React;Git,"충청북도, 대전광역시 대덕구, 대전광역시 동구",4000이상,2025-09-10 05:52:41.669957
a00000750,신XX,31세~35세,여자,충청북도 청주시,대졸(예정),7년,웹퍼블리셔,Jenkins;Java;RDBMS;Docker,"충청북도 청주시, 충청북도 괴산군, 충청북도 증평군",4000이상,2025-09-10 05:52:41.669957
a00000751,백XX,26세~30세,남자,인천광역시 남동구,대졸(예정),6년,프론트엔드 개발자,TypeScript;CSS;MySQL,인천광역시,4000이상,2025-09-10 05:52:41.669957
a00000752,나XX,26세~30세,남자,경기도 군포시,대졸(예정),2년,서버/백엔드 개발자,JavaScript;JPA;Python;Node.js;TypeScript,"경기도, 서울특별시",면접후결정,2025-09-10 05:52:41.669957
a00000753,한XX,25세이하,여자,경기도 고양시,고졸(예정),신입,서버/백엔드 개발자,PostgreSQL;FastAPI;JPA;Spring Boot,경기도,3000~3400,2025-09-10 05:52:41.669957
a00000754,주XX,41세~45세,남자,충청남도 천안시,대졸(예정),7년,서버/백엔드 개발자,JavaScript;Git;Docker,"충청남도 천안시, 경기도 평택시, 경기도 안성시",4000이상,2025-09-10 05:52:41.669957
a00000755,윤XX,26세~30세,남자,서울특별시 구로구,초대졸(예정),2년,블록체인,Golang;Blockchain;OpenZeppelin;Solidity,"서울특별시, 인천광역시",면접후결정,2025-09-10 05:52:41.669957
a00000756,손XX,25세이하,남자,강원특별자치도 양양군,대졸(예정),신입,크로스플랫폼 앱개발자,Flutter;MySQL;Git;MongoDB;Nest.js,"서울특별시, 강원특별자치도 양양군, 강원특별자치도 인제군",면접후결정,2025-09-10 05:52:41.669957
a00000757,류XX,46세이상,남자,전북특별자치도 완주군,대졸(예정),20년 이상,안드로이드 개발자,MVVM;MongoDB;Git;Flutter,"전북특별자치도 완주군, 전북특별자치도 김제시, 전북특별자치도 진안군",4000이상,2025-09-10 05:52:41.669957
a00000758,전XX,26세~30세,남자,인천광역시 부평구,대졸(예정),2년,정보보안 담당자,VPN;CISSP;Network Security,"경기도, 인천광역시 부평구, 인천광역시 남동구",면접후결정,2025-09-10 05:52:41.669957
a00000759,전XX,26세~30세,남자,인천광역시 미추홀구,대졸(예정),신입,서버/백엔드 개발자,Redis;JavaScript;FastAPI;TypeScript,인천광역시,3000~3400,2025-09-10 05:52:41.669957
a00000760,허XX,36세~40세,남자,충청남도 홍성군,대졸(예정),10년,서버/백엔드 개발자,JPA;Spring Boot;ExpressJS;Java;Python,"충청남도, 충청북도",4000이상,2025-09-10 05:52:41.669957
a00000761,권XX,26세~30세,남자,경상남도 창원시,대졸(예정),신입,프론트엔드 개발자,HTML;Git;TypeScript;GitHub,"경상남도 창원시, 경상남도 김해시, 경상남도 함안군",3000~3400,2025-09-10 05:52:41.669957
a00000762,김XX,26세~30세,여자,경상북도 영양군,초대졸(예정),3년,서버/백엔드 개발자,Spring Boot;AWS;PostgreSQL;Spring Framework,"경상북도 영양군, 경상북도 영덕군, 경상북도 봉화군",면접후결정,2025-09-10 05:52:41.669957
a00000763,민XX,46세이상,남자,서울특별시 금천구,고졸(예정),20년 이상,devops/시스템 엔지니어,AWS;Kubernetes;Prometheus;Grafana;Bash,서울특별시,면접후결정,2025-09-10 05:52:41.669957
a00000764,문XX,26세~30세,여자,서울특별시 종로구,대졸(예정),1년,블록체인,TVM;Git;OpenZeppelin;TON;Solidity,"서울특별시, 인천광역시",면접후결정,2025-09-10 05:52:41.669957
a00000765,양XX,36세~40세,남자,서울특별시 강동구,대졸(예정),7년,DBA,NoSQL;PostgreSQL;Oracle,"서울특별시 강동구, 서울특별시 광진구, 서울특별시 송파구",4000이상,2025-09-10 05:52:41.669957
